work_year,salary_in_usd,employment_type,industry,job_title,season,company_location,skills,quarter,posting_date,experience_level,skill_count
2023,160000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/3/2023,Senior Level,4
2023,135000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/18/2023,Senior Level,4
2023,183000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/26/2023,Senior Level,4
2023,134000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/11/2023,Senior Level,4
2023,220000,Full-time,Technology,Machine Learning Engineer,Autumn,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,9/16/2023,Executive,4
2023,150000,Full-time,Technology,Machine Learning Engineer,Autumn,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,9/22/2023,Senior Level,4
2023,350000,Full-time,General,Applied Scientist,Summer,United States,"Communication, Python, SQL",3,7/6/2023,Executive,3
2023,262500,Full-time,General,Applied Scientist,Spring,United States,"Communication, Python, SQL",2,5/5/2023,Executive,3
2023,122000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/27/2023,Senior Level,4
2023,94000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/19/2023,Mid Level,4
2023,276000,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,6/14/2023,Executive,4
2023,184000,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,8/9/2023,Senior Level,4
2023,310000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,10/9/2023,Executive,4
2023,239000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/6/2023,Executive,4
2023,225000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/4/2023,Executive,4
2023,156400,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/25/2023,Senior Level,4
2023,180000,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/8/2023,Senior Level,4
2023,150000,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/23/2023,Senior Level,4
2023,228000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/26/2023,Executive,4
2023,152000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,1/17/2023,Senior Level,4
2023,209450,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/8/2023,Executive,4
2023,158677,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/2/2023,Senior Level,4
2023,175000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/2/2023,Senior Level,4
2023,145000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/3/2023,Senior Level,4
2023,240000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/16/2023,Executive,4
2023,170000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/4/2023,Senior Level,4
2023,103200,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,2/12/2023,Senior Level,4
2023,61200,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/9/2023,Mid Level,4
2022,155000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/14/2022,Senior Level,4
2021,90000,Full-time,Technology,Marketing Data Engineer,Autumn,others,"ETL, Python, SQL, Spark",4,11/19/2021,Mid Level,4
2023,59000,Full-time,Technology,Data Scientist,Summer,others,"Machine Learning, Python, SQL, Statistics",3,7/6/2023,Mid Level,4
2023,237000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/27/2023,Executive,4
2023,145000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/25/2023,Senior Level,4
2023,240000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/21/2023,Executive,4
2023,139000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/19/2023,Senior Level,4
2023,174500,Full-time,General,Data Architect,Winter,United States,"Communication, Python, SQL",1,2/27/2023,Senior Level,3
2023,113000,Full-time,General,Data Architect,Winter,United States,"Communication, Python, SQL",1,2/28/2023,Senior Level,3
2023,130000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/14/2023,Senior Level,4
2023,87000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/7/2023,Mid Level,4
2023,160000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/12/2023,Senior Level,4
2023,108000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,8/12/2023,Senior Level,4
2023,165000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/28/2023,Senior Level,4
2023,107250,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/22/2023,Senior Level,4
2023,300000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/9/2023,Executive,4
2023,119000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/2/2023,Senior Level,4
2023,285800,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,1/24/2023,Executive,4
2023,154600,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/7/2023,Senior Level,4
2023,5000000,Full-time,General,Head of Data Science,Summer,India,"Communication, Python, SQL",2,6/9/2023,Executive,3
2023,30000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/10/2023,Entry Level,4
2023,220000,Full-time,General,Data Science Manager,Spring,United States,"Communication, Python, SQL",2,5/23/2023,Executive,3
2023,195000,Full-time,General,Data Science Manager,Winter,United States,"Communication, Python, SQL",1,2/17/2023,Senior Level,3
2023,168400,Full-time,General,Data Manager,Winter,United States,"Communication, Python, SQL",4,12/4/2023,Senior Level,3
2023,105200,Full-time,General,Data Manager,Spring,United States,"Communication, Python, SQL",2,5/14/2023,Senior Level,3
2023,206000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/15/2023,Executive,4
2023,160000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,2/10/2023,Senior Level,4
2023,200000,Full-time,General,Analytics Engineer,Autumn,United States,"Communication, Python, SQL",4,10/12/2023,Senior Level,3
2023,175000,Full-time,General,Analytics Engineer,Spring,United States,"Communication, Python, SQL",2,5/9/2023,Senior Level,3
2023,231250,Full-time,General,Analytics Engineer,Winter,United States,"Communication, Python, SQL",1,1/5/2023,Executive,3
2023,138750,Full-time,General,Analytics Engineer,Spring,United States,"Communication, Python, SQL",2,4/23/2023,Senior Level,3
2023,153000,Full-time,Technology,Data Engineer,Summer,Canada,"ETL, Python, SQL, Spark",3,7/3/2023,Senior Level,4
2023,94000,Full-time,Technology,Data Engineer,Autumn,Canada,"ETL, Python, SQL, Spark",4,10/12/2023,Mid Level,4
2023,240500,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/9/2023,Executive,4
2023,123700,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,10/27/2023,Senior Level,4
2023,160000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",3,9/25/2023,Senior Level,4
2023,90000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/7/2023,Mid Level,4
2023,124234,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,1/24/2023,Senior Level,4
2023,74540,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/2/2023,Mid Level,4
2023,109000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/8/2023,Senior Level,4
2023,79000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,8/17/2023,Mid Level,4
2022,80000,Full-time,Technology,Machine Learning Engineer,Spring,France,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/2/2022,Mid Level,4
2023,50000,Full-time,Technology,Machine Learning Engineer,Spring,others,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/22/2023,Entry Level,4
2023,275300,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/2/2023,Executive,4
2023,183500,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/23/2023,Senior Level,4
2023,275300,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/10/2023,Executive,4
2023,183500,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/27/2023,Senior Level,4
2023,160000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/12/2023,Senior Level,4
2023,125600,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/15/2023,Senior Level,4
2023,170000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/13/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/21/2023,Senior Level,4
2023,225000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/8/2023,Executive,4
2023,140000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/28/2023,Senior Level,4
2023,141290,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/9/2023,Senior Level,4
2023,74178,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/22/2023,Mid Level,4
2023,150000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/13/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/11/2023,Senior Level,4
2023,85000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/6/2023,Mid Level,4
2023,75000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/19/2023,Mid Level,4
2023,220000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/23/2023,Executive,4
2023,160000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/16/2023,Senior Level,4
2023,205600,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/5/2023,Executive,4
2023,107500,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/1/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/3/2023,Senior Level,4
2023,95000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/5/2023,Mid Level,4
2023,185900,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/21/2023,Senior Level,4
2023,129300,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/20/2023,Senior Level,4
2023,160000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/11/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/16/2023,Senior Level,4
2023,1060000,Full-time,Technology,Data Scientist,Winter,India,"Machine Learning, Python, SQL, Statistics",4,12/12/2023,Executive,4
2023,250000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/26/2023,Executive,4
2023,175000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/1/2023,Senior Level,4
2023,136000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/16/2023,Senior Level,4
2023,104000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/25/2023,Senior Level,4
2023,80000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/8/2023,Mid Level,4
2023,52500,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/16/2023,Mid Level,4
2023,110000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/18/2023,Senior Level,4
2023,84000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/4/2023,Mid Level,4
2023,125000,Full-time,General,BI Analyst,Spring,United States,"Communication, Python, SQL",1,3/6/2023,Senior Level,3
2023,110000,Full-time,General,BI Analyst,Summer,United States,"Communication, Python, SQL",3,8/3/2023,Senior Level,3
2023,90000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/8/2023,Mid Level,4
2023,80000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/28/2023,Mid Level,4
2023,200000,Full-time,General,ML Engineer,Spring,United States,"Communication, Python, SQL",2,5/20/2023,Senior Level,3
2023,135000,Full-time,General,ML Engineer,Summer,United States,"Communication, Python, SQL",3,7/9/2023,Senior Level,3
2022,48000,Full-time,Finance,BUnited Statesiness Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/2/2022,Entry Level,4
2023,120000,Full-time,Technology,AI Developer,Summer,others,"Deep Learning, NLP, Neural Networks, Python",2,6/7/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/14/2023,Senior Level,4
2023,75000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/27/2023,Mid Level,4
2023,252000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/5/2023,Executive,4
2023,129000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/14/2023,Senior Level,4
2023,150000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/8/2023,Senior Level,4
2023,100000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/20/2023,Mid Level,4
2023,226700,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/1/2023,Executive,4
2023,133300,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/13/2023,Senior Level,4
2023,190000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/13/2023,Senior Level,4
2023,165000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/5/2023,Senior Level,4
2023,170000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/16/2023,Senior Level,4
2023,150000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/25/2023,Senior Level,4
2023,150000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/3/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/18/2023,Senior Level,4
2023,225000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/28/2023,Executive,4
2023,156400,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/6/2023,Senior Level,4
2023,200000,Full-time,General,Computer Vision Engineer,Autumn,United States,"Communication, Python, SQL",4,10/5/2023,Senior Level,3
2023,80000,Full-time,Technology,Applied Data Scientist,Summer,others,"Machine Learning, Python, SQL, Statistics",3,8/3/2023,Mid Level,4
2023,12000,Full-time,Finance,Business Data Analyst,Winter,Greece,"Excel, Power BI, SQL, Tableau",4,12/14/2023,Entry Level,4
2022,6000,Full-time,Technology,AI Developer,Summer,others,"Deep Learning, NLP, Neural Networks, Python",2,6/23/2022,Entry Level,4
2023,1440000,Full-time,General,Data Analytics Lead,Spring,others,"Communication, Python, SQL",2,5/7/2023,Executive,3
2023,257000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,5/13/2023,Executive,4
2023,134000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/26/2023,Senior Level,4
2023,72000,Full-time,Technology,Data Scientist,Winter,others,"Machine Learning, Python, SQL, Statistics",4,12/16/2023,Mid Level,4
2023,36000,Full-time,Technology,Data Scientist,Spring,others,"Machine Learning, Python, SQL, Statistics",2,5/19/2023,Entry Level,4
2023,205600,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/27/2023,Executive,4
2023,105700,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",3,9/7/2023,Senior Level,4
2023,140000,Full-time,General,BI Developer,Summer,United States,"Communication, Python, SQL",3,8/19/2023,Senior Level,3
2023,110000,Full-time,General,BI Developer,Winter,United States,"Communication, Python, SQL",1,1/25/2023,Senior Level,3
2023,299500,Full-time,General,Data Science Manager,Spring,United States,"Communication, Python, SQL",1,3/12/2023,Executive,3
2023,245100,Full-time,General,Data Science Manager,Spring,United States,"Communication, Python, SQL",1,3/16/2023,Executive,3
2023,210000,Full-time,Healthcare,Research Scientist,Summer,United States,"Data Analysis, Python, R, Statistics",3,7/24/2023,Executive,4
2023,151800,Full-time,Healthcare,Research Scientist,Winter,United States,"Data Analysis, Python, R, Statistics",1,1/24/2023,Senior Level,4
2023,50000,Full-time,Technology,Data Scientist,Summer,others,"Machine Learning, Python, SQL, Statistics",3,7/4/2023,Entry Level,4
2023,48000,Full-time,Finance,Data Analyst,Spring,Spain,"Excel, Power BI, SQL, Tableau",1,3/1/2023,Entry Level,4
2023,38000,Full-time,Finance,Data Analyst,Summer,Spain,"Excel, Power BI, SQL, Tableau",3,7/6/2023,Entry Level,4
2023,48000,Full-time,Finance,Data Analyst,Winter,Spain,"Excel, Power BI, SQL, Tableau",4,12/19/2023,Entry Level,4
2023,38000,Full-time,Finance,Data Analyst,Spring,Spain,"Excel, Power BI, SQL, Tableau",1,3/23/2023,Entry Level,4
2023,160000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,10/3/2023,Senior Level,4
2023,135000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,10/26/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/8/2023,Senior Level,4
2023,95000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/10/2023,Mid Level,4
2023,250000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/16/2023,Executive,4
2023,63000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/17/2023,Mid Level,4
2023,237000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/28/2023,Executive,4
2023,145000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/11/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/26/2023,Senior Level,4
2023,90000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/20/2023,Mid Level,4
2023,120000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,8/6/2023,Senior Level,4
2023,100000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/18/2023,Mid Level,4
2023,174500,Full-time,General,Data Architect,Autumn,United States,"Communication, Python, SQL",3,9/21/2023,Senior Level,3
2023,113000,Full-time,General,Data Architect,Autumn,United States,"Communication, Python, SQL",4,11/17/2023,Senior Level,3
2023,183310,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/25/2023,Senior Level,4
2023,183310,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/27/2023,Senior Level,4
2023,145000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/27/2023,Senior Level,4
2023,102500,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/25/2023,Senior Level,4
2023,210000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/2/2023,Executive,4
2023,185000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,1/28/2023,Senior Level,4
2023,174500,Full-time,General,Data Architect,Summer,United States,"Communication, Python, SQL",3,7/18/2023,Senior Level,3
2023,113000,Full-time,General,Data Architect,Summer,United States,"Communication, Python, SQL",2,6/19/2023,Senior Level,3
2023,122000,Full-time,General,Data Science Consultant,Summer,United States,"Communication, Python, SQL",2,6/23/2023,Senior Level,3
2023,94000,Full-time,General,Data Science Consultant,Autumn,United States,"Communication, Python, SQL",4,10/16/2023,Mid Level,3
2023,220000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/10/2023,Executive,4
2023,146000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/12/2023,Senior Level,4
2023,300000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/20/2023,Executive,4
2023,130000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",3,9/13/2023,Senior Level,4
2023,840000,Full-time,Technology,Data Scientist,Winter,others,"Machine Learning, Python, SQL, Statistics",1,1/1/2023,Executive,4
2022,1250000,Full-time,General,Computer Vision EngIndiaeer,Autumn,India,"Communication, Python, SQL",4,11/11/2022,Executive,3
2023,145000,Full-time,General,Data Science Consultant,Spring,United States,"Communication, Python, SQL",1,3/23/2023,Senior Level,3
2023,128000,Full-time,General,Data Science Consultant,Summer,United States,"Communication, Python, SQL",3,7/14/2023,Senior Level,3
2023,182000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/25/2023,Senior Level,4
2023,140000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/22/2023,Senior Level,4
2023,122000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/18/2023,Senior Level,4
2023,94000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/13/2023,Mid Level,4
2023,72000,Full-time,Technology,Machine Learning Engineer,Spring,others,"Deep Learning, Python, Scikit-learn, TensorFlow",2,4/12/2023,Mid Level,4
2023,36000,Full-time,Technology,Machine Learning Engineer,Winter,others,"Deep Learning, Python, Scikit-learn, TensorFlow",4,12/27/2023,Entry Level,4
2023,300000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/17/2023,Executive,4
2023,200000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/11/2023,Senior Level,4
2023,135000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/19/2023,Senior Level,4
2023,105500,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/16/2023,Senior Level,4
2023,252000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/1/2023,Executive,4
2023,129000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/27/2023,Senior Level,4
2022,110000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/7/2022,Senior Level,4
2023,136000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/13/2023,Senior Level,4
2023,104000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/23/2023,Senior Level,4
2023,168000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/21/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/24/2023,Senior Level,4
2023,65000,Full-time,Finance,Data Analyst,Winter,United Kingdom,"Excel, Power BI, SQL, Tableau",1,1/17/2023,Mid Level,4
2023,36050,Full-time,Finance,Data Analyst,Autumn,United Kingdom,"Excel, Power BI, SQL, Tableau",3,9/14/2023,Entry Level,4
2023,120000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/21/2023,Senior Level,4
2023,95000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/20/2023,Mid Level,4
2023,153400,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/22/2023,Senior Level,4
2023,122700,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/21/2023,Senior Level,4
2023,185000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",1,2/24/2023,Senior Level,4
2023,160000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/18/2023,Senior Level,4
2023,205000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/13/2023,Executive,4
2023,185000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/11/2023,Senior Level,4
2023,204500,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,4/26/2023,Executive,4
2023,142200,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,5/7/2023,Senior Level,4
2023,145000,Full-time,Technology,Machine Learning Engineer,Autumn,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",4,11/4/2023,Senior Level,4
2023,87000,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,5/27/2023,Mid Level,4
2023,50000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/7/2023,Entry Level,4
2023,234100,Full-time,General,ML Engineer,Spring,United States,"Communication, Python, SQL",2,4/1/2023,Executive,3
2023,203500,Full-time,General,ML Engineer,Winter,United States,"Communication, Python, SQL",4,12/17/2023,Executive,3
