Job Title,Company,City,Country,Experience (Months),Job Description,Skills Required,Salary Range,Job Type,Posted Date
Business Intelligence Developer - (Power BI /Tableau/  SQL/ Technology / Risk),Bank of Montreal,Chicago,United States,,"Application Deadline:

03/30/2025

Address:

320 S Canal Street

Job Family Group:

Technology

Join our Risk Management team as a BI Developer to design, develop, and deliver high-impact business intelligence solutions. In this role, you'll create data-driven insights through advanced dashboards and analytics, working closely with cross-functional teams to optimize decision-making processes.

You will collaborate with cross-functional teams to understand business questions, understand areas of analysis, understand workflow styles, and turn this information into purpose built BI, helping the company to optimize processes, improve efficiency, and drive growth. Within the Data Team, you work alongside collaborative teammates and learn from broad Data experiences spanning multiple industries and technologies.

Required Qualifications
• Bachelor’s degree in business, Computer Science, Data Science, Mathematics, Statistics, Finance, Economics, or related field
• 5+ years of experience in data analysis or business intelligence
• 3+ years creating BI dashboards for large user bases (>10 users)
• 2+ years experience with Power BI, including:
• DAX measures/queries
• Data modeling
• Star schema implementation
• Row level security
• Power Query (M)
• Power Automate
• Expert-level SQL proficiency
• Strong foundation in ETL processes and data manipulation
• Experience with Atlassian suite (JIRA and Confluence)

​

Preferred Qualifications
• Microsoft Power BI Data Analyst PL-300 Certification
• Experience with Power BI Report Builder
• Knowledge of SAS and Tableau
• Experience with Data Warehouses
• Background in Agile/Scrum methodology
• Proficiency in Python, R, or other statistical programming languages

​

Core Responsibilities
• Dashboard Development & Maintenance
• Design and develop sophisticated BI dashboards using Power BI
• Maintain dashboard security and access controls.
• Implement complex DAX formulas based on business requirements.
• Create and execute UAT guidelines and testing processes.
• Ensure consistent deployment and change management practices.
• Data Analysis & Quality
• Extract, synthesize, and validate data from multiple sources.
• Perform data validation checks and troubleshoot issues.
• Monitor data quality and maintain data integrity.
• Conduct ad-hoc analyses and generate detailed insights.
• Apply statistical methods for trend analysis and correlations.
• BI Center of Excellence
• Contribute to establishing organization-wide BI standards.
• Support adoption of standardized features and capabilities.
• Provide training sessions and office hours for dashboard users.
• Document data sources, processes, and methodologies
• Implement and maintain data standards.
• Stakeholder Collaboration
• Partner with cross-functional teams to understand business needs.
• Present complex data findings to technical and non-technical audiences
• Design enhanced reporting solutions for evolving client requirements.
• Review and standardize data practices across teams.
• Support continuous improvement initiatives.
• Key Competencies
• Strong analytical and problem-solving abilities
• Excellence in data visualization and presentation
• Effective communication skills
• Ability to manage multiple priorities.
• Detail-oriented with focus on quality
• Self-motivated with a continuous learning mindset

Salary:

$79,800.00 - $148,000.00

Pay Type:

Salaried

The above represents BMO Financial Group’s pay range and type.

Salaries will vary based on factors such as location, skills, experience, education, and qualifications for the role, and may include a commission structure. Salaries for part-time roles will be pro-rated based on number of hours regularly worked. For commission roles, the salary listed above represents BMO Financial Group’s expected target for the first year in this position.

BMO Financial Group’s total compensation package will vary based on the pay type of the position and may include performance-based incentives, discretionary bonuses, as well as other perks and rewards. BMO also offers health insurance, tuition reimbursement, accident and life insurance, and retirement savings plans. To view more details of our benefits, please visit: https://jobs.bmo.com/global/en/Total-Rewards

About Us

At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.

As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.

To find out more visit us at http://jobs.bmo.com/us/en

BMO is proud to be an equal employment opportunity employer. We evaluate applicants without regard to race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or any other legally protected characteristics. We also consider applicants with criminal histories, consistent with applicable federal, state and local law.

BMO is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to BMOCareers.Support@bmo.com and let us know the nature of your request and your contact information.

Note to Recruiters: BMO does not accept unsolicited resumes from any source other than directly from a candidate. Any unsolicited resumes sent to BMO, directly or indirectly, will be considered BMO property. BMO will not pay a fee for any placement resulting from the receipt of an unsolicited resume. A recruiting agency must first have a valid, written and fully executed agency agreement contract for service to submit resumes.",,N/A,Full-time,2025-04-10T00:00:00.000Z
Power BI Developer,"Akhiok-Kaguyak, Inc.",Quantico,United States,,"Job Title: Systems Analyst Power BI Developer Company: Sugpiat Defense, LLC

Reports To: PM Location: MCB Quantico Virginia - Requires 2 days on site per week

FLSA Status: Exempt Salary: DOE

BACKGROUND

The mission of NCIS is to investigate and defeat criminal, terrorist, and foreign intelligence threats to the United States Navy and Marine Corps, wherever they operate, ashore or afloat. NCIS Civilian and Marine Corps Special Agents' current mission includes criminal investigations, force protection, cross-border drug enforcement, anti-terrorism, counter-terrorism, procurement fraud, computer crime and counter-intelligence.

POSITION SUMMARY

The ideal candidate will have strong experience in integrating data from a wide variety of sources and developing highly functional analytical reports and dashboards/visualizations in Microsoft Power BI.

ESSENTIAL FUNCTIONS

Responsibilities
• This position will be responsible for producing data and metrics that are intended to provide decision support information specifically for managerial use, including performance measurement, cost management, calculating reimbursements, program authorization, modification, and HR decisions. The resulting product(s) will increase NCIS's visibility and understanding of analytics and metrics and enable the services to improve their ability to make informed decisions.
• This position will perform all programming and data sourcing responsibilities necessary to sustain and create new analytics reports and tools developed with Power BI and will continually identify performance measures that meaningfully relate to program output

EDUCATION and/or EXPERIENCE
• 5+ years of experience with development languages required to support Power BI, including DAX, M, R, SQL, JavaScript, ASP.Net, HTML and JQuery.
• 5+ years of experience designing and developing solutions with Microsoft Power BI.
• Or minimum of 5 years of experience developing reports in Business Intelligence software such as Qilkview or Tableau
• Experience designing and implementing interfaces for Power BI to data sources such as oracle, SQL server, SharePoint and Business Objects.
• Highly motivated ""self-starter"" with the ability to exercise initiative, together with ability to work as a team player.
• 5+ years of operating experience of IT equipment and software with emphasis on Microsoft Office suite of products and SharePoint Designer and MS Project
• Experience customizing SharePoint.
• This position is open to US citizens only.
• Active Secret or higher clearance.
• DoDD 8140.01 IAT Level II Certification (Security+)

KNOWLEDGE, SKILLS AND ABILITIES
• Strong verbal communication skills and written communication skills
• Strong mathematical skills
• Technical expertise regarding data models, database design development and data mining
• Ability to create and maintain documentation of all development work
• Ability to effectively devote keen and acute attention to detail
• Ability to work consistently and effectively as part of a high-performance work team
• Ability to multi-task and perform multiple critical tasks simultaneously (under dynamic and ever-changing circumstances)

PHYSICAL DEMANDS AND WORK ENVIRONMENT:

The work environment and physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to talk or hear. The employee is frequently required, sometimes for extended periods, to walk, stand, or sit. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets, and fax machines. The employee is occasionally required to climb ladders or stairs; use hands to type, finger, handle, or feel; reach with hands and arms; balance, stoop, kneel, crouch, or crawl; and get in and out of vehicles. The employee must occasionally lift and/or move small or large objects up to 50 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, depth perception, and ability to adjust focus. While performing the outdoor field duties of this job, the employee will also be exposed to outside weather conditions and other conditions such as loud noises, fumes, odors, dust, etc. This position may require travel.

Note: This job description in no way states or implies that these are the only duties to be performed by the employee. He or she will be required to follow any other instructions and to perform any other duties requested by his or her supervisor. The statements herein are intended to describe the general nature and level of work being performed by the employee in this position. They are not to be constructed as an exhaustive list of responsibilities, duties, and skills required of a person in this position. Furthermore, they do not establish a contract for employment and are subject to change at the direction of Sugpiat Defense, LLC.

Sugpiat Defense, LLC is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, disability, or protected veteran status.

Sugpiat Defense offers preference to qualified Akhiok-Kaguyak Native Corporation Shareholders and their descendants and spouses and to shareholders of other corporations created pursuant to the Alaska Native Claims Settlement Act, in accordance with Public Law 100-241 and Title 43 U.S. Code 1626(g) and Title 42 U.S. Code 2003-2(i).",,N/A,Full-time,
Power BI Developer,GCR Professional Services,Brentwood,United States,,"Power BI Developer

US Citizenship is required.

Job Summary:

We are seeking an experienced Power BI Developer to help business-funded projects by developing dashboards and reports.

The ideal candidate will be a self-starter with a strong ability to operate independently, quickly learn new environments, and work effectively with subject matter experts (SMEs) to integrate data from Salesforce and Enterprise Project Management (EPM) systems.

Key Responsibilities:
• Develop dashboards and reports using Power BI to meet user needs.
• Pull data from Salesforce using connectors and from EPM systems stored in Microsoft SQL databases.
• Perform direct querying of EPM as needed.
• Ensure dashboards are accurate, user-friendly, and meet business requirements.
• Resolve initial dashboard issues and optimize performance.
• Provide knowledge transfer to the current BI developer for ongoing support after contract completion.
• Guide and support the current BI developer when needed.

Required Skills and Experience:
• Power BI expertise in developing dashboards and reports.
• Salesforce experience to efficiently use connectors and pull relevant data.
• Strong SQL skills for pre-calculating data or performing calculations within Power BI.
• Familiarity with Microsoft Azure cloud environments (Power BI and EPM are hosted in Azure).
• Experience handling EPM data stored in Microsoft SQL databases.
• Ability to charge time to projects accurately.
• Strong problem-solving skills and ability to work independently.

Preferred Skills:
• Development experience with Java, C#, or Python.
• Broad technical background and ability to adapt to various tools and environments.

It is the policy of GCR to provide equal opportunity to all qualified applicants and employees without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information. GCR is an Equal Opportunity/Affirmative Action Employer and embraces diversity in our employee population.

Skills:
Business Intelligence, Cloud Computing, Java, Knowledge Transfer, Microsoft C# (C Sharp), Microsoft SQL Server, Microsoft Windows Azure, Performance Tuning/Optimization, Power BI, Problem Solving Skills, Project/Program Management, Python Programming/Scripting Language, Reporting Dashboards, SQL (Structured Query Language), Salesforce.com, United States Citizen

About the Company:
GCR Professional Services

We are a national technical recruiting firm At GCR, you’ll discover a team of experienced and technically knowledgeable recruiters all working for you. We specialize in contract, contract to hire, and permanent staffing solutions across a variety of industries including, Information Technology, Commercial, Automotive, Medical Device, Pharmaceutical, and Manufacturing. We have well established relationships with companies from startup to large enterprise organizations

Company Size:
100 to 499 employees

Industry:
Staffing/Employment Agencies

Founded:
2001

Website:
http://www.gcrtemps.com",,N/A,Full-time,2025-04-02T00:00:00.000Z
Power BI Developer,Insight Global,San Antonio,United States,,"An Insight Global client is looking for a Power BI Developer to join their team. Looking for a driven individual ready to grow and provide value to the team. Below are some of the key responsibilities a person in this role would have:

Understands strategic business objectives and work with business partners to economically justify and develop plans to create the necessary business insights.

Utilizes a combination of business acumen and technical knowledge to identify, prioritize, and solve high-impact business problems.

Translates complicated analysis results into relevant business messages. Effectively communicate results to project stakeholders and business teams.

Develops a working knowledge in other technical areas that are relevant to arriving at the appropriate solution to the business.

Develops the expertise needed to participate in walk-throughs with other staff to verify the completeness, accuracy, and efficiency with respect to both the design, development, and maintenance of analytics solutions.

Develops the interpersonal skills needed to function effectively as a member of a project team and to educate business partners on the use of analytics.

Identify, visualize, and analyze data from a variety of sources to obtain business insights.

Leads and manages analytical projects from conceptual through definition phase.

We are a company committed to creating diverse and inclusive environments where people can bring their full, authentic selves to work every day. We are an equal opportunity/affirmative action employer that believes everyone matters. Qualified candidates will receive consideration for employment regardless of their race, color, ethnicity, religion, sex (including pregnancy), sexual orientation, gender identity and expression, marital status, national origin, ancestry, genetic factors, age, disability, protected veteran status, military or uniformed service member status, or any other status or characteristic protected by applicable laws, regulations, and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or recruiting process, please send a request to HR@insightglobal.com.

To learn more about how we collect, keep, and process your private information, please review Insight Global's Workforce Privacy Policy: https://insightglobal.com/workforce-privacy-policy/ .",,N/A,Contractor,
Power BI Developer,Tier4Group,Atlanta,United States,,"Are you passionate about turning raw data into powerful insights? Join a dynamic industrial job site services company in Metro Atlanta as a Power BI Developer, where you'll shape the future of data-driven decision-making with cutting-edge analytics and interactive dashboards!

Location: Metro Atlanta, GA - Hybrid Onsite
Employment Type: Full-Time
About the Role:

We are seeking a Power BI Developer to create impactful reports and dashboards that support business operations and decision-making. This role will involve working with various teams to turn data into clear, actionable insights.
Key Responsibilities:
• Develop and maintain Power BI dashboards and reports.
• Collaborate with stakeholders to define metrics and reporting needs.
• Work with data models, ETL processes, and data visualization techniques.
• Integrate data from multiple sources and ensure report accuracy and performance.
• Stay updated on best practices and new Power BI features.

What You Bring:
• 3+ years of experience in Power BI development, data visualization, or BI reporting.
• Strong skills in DAX, Power Query (M), and data modeling.
• Hands on experience with Azure Synapse, Fabric OneLake, SQL Server
• Experience working with construction, field services, or logistics data is a plus.
• Knowledge of ETL pipelines, data warehousing, and cloud platforms (Azure preferred).
• Bonus points for familiarity with REST APIs, Python, or R for analytics.
• Excellent communication skills and ability to collaborate across teams.

Bonus Skills:
• Experience with workflow automation and APIs.
• Background in business intelligence, analytics, or related fields.
• Related education or certifications
#LI-KK1",,N/A,Full-time,2025-03-28T00:00:00.000Z
SR. POWER BI DEVELOPER,"Enterprise Solutions, Inc.",Laurel,United States,,"General Information:
• Create and manage insightful Power BI reports and dashboards to drive data-driven decision-making.

Scope of Work:
• The Senior Power BI Developer will design, develop, and maintain advanced data visualization solutions using Microsoft Power BI.
• This role involves creating complex reports and dashboards to provide actionable insights and support business decision-making.
• The developer will work closely with business analysts and stakeholders to gather requirements, build data models, and ensure data accuracy and performance.
• The ideal candidate will have strong experience with Power BI, DAX, and Power Query, and a deep understanding of data sources such as Oracle and SQL databases, Azure services, and APIs.
• Additionally, they will optimize data visualizations for clarity, efficiency, and scalability while ensuring security and compliance. Strong communication skills and the ability to translate business needs into technical solutions are key.

Duties / Responsibilities:
• Design and build complex Power BI reports and dashboards that provide actionable insights for business decision-making.
• Create and optimize data models to support high-performance data visualizations, ensuring accurate representation of business metrics.
• Write and optimize advanced DAX (Data Analysis Expressions) queries and calculations to create dynamic and scalable measures.
• Utilize Power Query for data transformation, cleansing, and integration from multiple sources.
• Work closely with business analysts, data engineers, and end users to gather requirements and translate them into technical solutions.
• Connect Power BI with multiple data sources such as Oracle and SQL databases, Azure Data Lakes, Excel, and APIs.
• Ensure optimal performance of Power BI reports and dashboards by tuning queries, improving data models, and using best practices for efficiency.
• Implement row-level security (RLS) and other security measures within Power BI to ensure appropriate access controls.
• Administer the Power BI service, including user access, workspace management, and monitoring report usage.
• Set up and manage scheduled data refreshes for live dashboards and reports.
• Identify and resolve issues related to data inconsistencies, performance bottlenecks, and report accuracy.
• Provide training and support to end-users to maximize adoption and effective usage of Power BI reports.
• Create and maintain comprehensive documentation for data models, report designs, and Power BI environments.
• Implement version control and change management processes for Power BI reports and models.
• Keep up-to-date with the latest Power BI features and best practices, and apply them to enhance reporting and analytics.
• Strong understanding and experience in Azure Cloud.

Preferred Experience/Qualification/Knowledge Skills:

Education:
• Bachelor’s Degree in Information Systems, Computer Science, or related scientific or technical field and three (3) years minimum of relevant experience.

General Experience:
• Work Experience: 3+ years of experience designing and implementing data solutions and dashboard development.
• Industry Knowledge: Preferred to have experience in water and waste water industry and understanding of utility applications
• Project Experience: Demonstrated experience working on large-scale data projects in diverse team environments with a focus on analytics, business intelligence, and enterprise systems.

Specialized Experience:
• Data Modeling: Extensive experience with data modeling and database design, particularly for Oracle-based applications and BI platforms.
• Enterprise Analytics: Proven expertise in implementing enterprise-wide analytics and business intelligence solutions, including data integration from multiple systems into a single data repository.
• BI Tools: Proficiency in Oracle Analytics, Microsoft Power BI, and BI Publisher, both as a developer and administrator.",,N/A,Full-time,
Sr Data Engineer / Power BI Developer,cBEYONData,,United States,,"cBEYONData is seeking a highly skilled and experienced team member to join our team in support of Enterprise Data Analytics Platform effort for a Federal customer. The focus across the broader program includes analyzing current data and system interfaces, building and maintaining data pipelines, developing and maintaining CI/CD pipelines and supporting other IT modernization programmatic activities. If you are interested in joining a high performing team with advancement opportunities, then look no further!

Responsibilities:
• Design new solutions using Databricks (Python, Pyspark) to deliver capabilities meeting business functional requirements
• Develop and update reports and dashboards using Power BI
• Design modifications to existing data model solutions as needed
• Promote code into production using Gitlab
• Define test cases and verify test results to ensure solutions are functioning as designed
• Build data models and reports using datasets from ERPs and legacy systems
• Coordinate with stakeholders and users to determine reporting requirements and convert business requirements into technical specifications

Requirements:
• Security Clearance: U.S. citizenship and an active DoD Secret security clearance are required
• Education: Bachelor's degree in Computer Science or related field
• Experience: 10+ years of related work experience
• Skills:
• Strong analytical, problem-solving, and decision-making skills
• Hands on development experience (dependent on level)
• Proficiency in Python and Pyspark (4+ year of experience)
• Hands-on experience with developing reports and dashboards using Power BI
• Experience with configuring Power BI Workspaces and Gateway
• Familiarity with Databricks, developing data pipelines and workflow automation
• Familiarity with Dev/Ops and CI/CD pipelines using Gitlab
• Familiarity with database design and architecture; relational and non-relational
• Ability to work cross-functionally, and participate in discussions
• Knowledge of cloud architecture: commercial cloud vendors (AWS/Azure)
• Competence with software engineering tools and processes (estimation, issue tracking, version control, debugging, etc.)
• Proven ability to work independently on assigned tasks without any supervision.
• Proven experience in knowledge sharing (i.e., code reviews, solid documentation)
• Driven, self-directed personality
• Strong sense of mission and commitment to making a difference

Preferred:
• Exceptional communication skills and the ability to foster positive outcomes from diverse interests of people and teams
• Experience working with the DoD
• Experience working with data from GFEBS or other SAP ERP system

cBEYONData is an EEO Employer of Veterans and Individuals with Disabilities.

Equal Employment Opportunity:

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

cBEYONData is committed to providing reasonable accommodations to qualified individuals with disabilities in accordance with the Americans With Disabilities Act and applicable state and local law. If you require assistance or a reasonable accommodation to complete the application, please contact the cBEYONData Recruiting Team, recruiting_team@cbeyondata.com.",,N/A,Full-time,2025-04-21T00:00:00.000Z
Power BI Developer,Twelve Labs,Frisco,United States,,"Responsibilities Report Development Design develop and maintain interactive Power BI dashboards reports and visualizations based on business requirements. Data Modeling Create and maintain effective data models using Power BI s in-built features such as DAX functions calculated columns and measures. Data Integration Extract transform and load data from various sources such as SQL databases Excel and other external datasets into Power BI. Performance Tuning Optimize Power BI reports for performance usability and scalability. Collaboration Work closely with business analysts data engineers and key stakeholders to gather and understand data requirements.

Requirements Experience 4-7 years of experience in BI development with a focus on Power BI. Expertise in Power BI Power Query Power BI Service and Power BI Gateway. Hands-on experience with integrating Power BI with other data sources like Excel SharePoint and cloud databases. Proficiency in Azure Data Factory Azure SQL AWS Cloud or other cloud-based data platforms Knowledge of best practices in dashboard design and data visualization.

Key Skills Data Visualization. SQL. SQL is used to manipulate data. Analysis Skill. Data Warehouse. Attention to Detail. Building Data Visualizations and Reports. Business Intelligence. Communication.

More items...",,N/A,"Full-time, Part-time, and Contractor",
"Power BI Developer at Technogen International Company Minneapolis, MN",Technogen International Company,Minneapolis,United States,,"Power BI Developer job at Technogen International Company. Minneapolis, MN.

Job Role - PowerBI Developer
Location - Minneapolis, MN(Remote)
Duration - 6months

Skills : Data Fabric-Self-Service BI-Microsoft PowerBI

Role and Responsibilities :

A Power BI Developer is responsible for designing, developing, and maintaining business intelligence solutions. They work with various data sources to create interactive and user-friendly dashboards and reports that help organizations make data-driven decisions.

Key Responsibilities:
Data Modeling: Create and maintain data models to support reporting and analytics.
Report Development: Design and develop interactive reports and dashboards using Power BI.
Data Integration: Extract, transform, and load (ETL) data from various sources into Power BI.
Collaboration: Work closely with business stakeholders to understand their requirements and translate them into technical solutions.
Performance Optimization: Optimize Power BI reports and dashboards for performance and usability.
Documentation: Document data models, configurations, and processes for future reference.
Qualifications:
Education: Bachelor's or Master's degree in Computer Science, Information Systems, or a related field.
Experience: Proven experience in data preparation, data warehousing, and business intelligence projects.
Technical Skills:
Proficiency in Power BI, including Power Query, Power Pivot, and DAX.
Experience with SQL and database management.
Familiarity with other BI tools like Tableau or SAP is a plus.
Knowledge of scripting and programming languages (e.g., Python, R) is beneficial.
Soft Skills:
Strong analytical and problem-solving skills.
Excellent communication and collaboration abilities.
Attention to detail and a proactive approach to identifying and solving issues.",,N/A,Full-time,2025-04-23T00:00:00.000Z
Senior Power BI Developer,Missing Link Communications LLC,Annandale,United States,,"Description:

Company

Missing Link Security is a government contractor with a mission to secure the nation’s information by increasing awareness, countering threat, mitigating risk, and enforcing compliance. We employ people who are passionate about the security of our country, our communities, and our information systems. If you are an Senior Power BI Developer looking to join a dynamic and innovative team, we encourage you to apply to our open position.

Role: Senior Power BI Developer

Clearance: Must be able to obtain and maintain the required security clearance

Office Location: On-site in Washington, District of Columbia, United States

Customer: Department of Veterans Affairs

Job Description

The Office of Performance Analysis and Integrity manages and enhances the Veterans Benefits Administration (VBA) Enterprise Data Warehouse (EDW) which resides on one Oracle M8 Supercluster database and thirteen application servers. Our team provides the technical services required to sustain EDW applications to include Project Management, Data Warehouse Management, Advanced Analytics, Tableau Server Administration/Tableau Desktop Administration, Technical Collaboration Support, Lessons Learned, Executive Orders and Special Projects, Architectural Enhancement, and Cloud Migration. We also provide management, enhancement, integration, implementation, maintenance, modernization, and infrastructure support for EDW applications as well as enhancement and maintenance of business intelligence capabilities and predictive analytics.

Professional Level Information

As an Engineer 3, one typically plans and directs research or development work on complex projects, engaging various stakeholders in design and development. The role may also involve analyzing costs and providing recommendations for new components. Responsibilities include performing multiple engineering-related tasks across various assignments within the project and the organization.

The candidate will oversee the design, development, implementation, and analysis of technical products and systems. A broad knowledge of engineering procedures is essential, as is the ability to assist in resolving complex problems. The ideal candidate will possess strong technical skills and background, a knack for learning new technologies, and a combination of problem-solving abilities and innovative thinking to address a wide range of technical production challenges.

Responsibilities:
• Participate in planning and design sessions of Power BI reporting solutions, ensuring they are scalable, performant, secure, and meet stakeholder reporting requirements.
Architect, design, and develop scalable, interactive reports and dashboards using Power BI that are intuitive and meet established UI/UX objectives.
• Design and implement Power BI data strategies and models that support complex reporting and analytics and ensures optimal performance and scalability.
• Create Composite Data Models by integrating data from disparate sources into Power BI, ensuring that data is accurately captured, transformed, and presented.
• Implement security measures within Power BI reports and dashboards to ensure data confidentiality, integrity, and compliance with VA’s data governance and security policies.
• Monitor and optimize the performance of Power BI reports and dashboards to ensure they are running efficiently and effectively, minimizing load times, and enhancing user experience.
• Collaborate with business analysts, database administrators, and other VA stakeholders to understand business requirements and deliver Power BI solutions that meet expectations.
• Develop test plans and conduct thorough testing of Power BI reports and dashboards. Document software defects, resolve, and re-test to ensure the highest level of quality and reliability.
• Draft training materials and documentation as required and assist Business Analysts to provide training and support to end users on the use of developed software products.
Participate in Agile development processes, including sprint planning, retrospectives, and daily stand-ups, ensuring timely delivery of Power BI development tasks.
• Solicit feedback from business stakeholders to gather UI/UX/CX insights of delivered Power BI reports, and document lessons-learned to inform future development efforts.
• Serve as a technical leader within the project team, mentoring junior developers, and providing guidance on best practices in software development, data integration, and system design.

Requirements:
• Master's degree in computer science or other technical disciplines (an additional 10 years of experience can substitute for a degree).
• 15+ years of relevant experience including 8+ years’ experience developing Power BI dashboards and reporting products, especially data warehousing solutions.
• Must be a U.S citizen
• Must be able to obtain and maintain the required security clearance

Clearance/Background Investigation

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

Missing Link Security does not discriminate in employment opportunities, terms, and conditions of employment, or practices on the basis of race, age, gender, religious or political beliefs, national origin or heritage, disability, sexual orientation, or any characteristic protected by law.
Requirements:",,N/A,Full-time,
Power BI Developer / Specialist,Yates,Memphis,United States,,"POWER BI DEVELOPER / SPECIALIST

ROLE DESCTIPTION

Responsible for the development and administration of BI tools by transforming raw data into meaningful insights through the creation of interactive, user-friendly dashboards and reports. This individual will also build data models, analyze datasets and administer Power BI tools for our large-scale construction projects using Microsoft technologies such as SQL Server, Power BI, Power Query Editor, SharePoint & Excel to:
• Understand business requirements in the BI context and design data models to convert raw data to meaningful insights
• Create dashboards and visual interactive reports using Power BI
• Identify KPIs with clear objectives and monitor them consistently
• Analyze data and present it through reports that can help in decision-making
• Convert business requirements into technical specifications and decide the timeline to accomplish tasks
• Design, develop, and deploy Power BI scripts and perform efficient detailed analysis
• Perform DAX queries and functions in Power BI
• Create charts and document data with algorithms, parameters, models, and relations explanations
• Conduct data warehouse development
• Perform SQL querying for best results
• Use filters and graphs for a better understanding of the data
• Define and design new systems by analyzing current ETL processes
• Make technical changes to existing BI systems in order to enhance their functioning

The Ideal candidate would have:
• Ability to communicate with business as well as technical teams
• Ability to learn and quickly respond to rapidly changing business environment
• Be up to date about the best practices and advancements in development and design
• Multitasking and interpersonal skills
• Documenting, designing, and modeling solutions and explaining, representing, and discussing the same with the team
• Applying experience and knowledge to future solution considerations
• Have an analytical and problem-solving mindset and approach
• Continuous improvement
• Self-motivated and eager to learn
• Team player, leader, and initiator

The above description covers the principal duties and responsibilities of the job. The description shall not, however, be construed as a complete listing of all miscellaneous, incidental, or similar duties which may be required from day-to-day. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, or other legally protected status. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. EOE/Vets/Disabilities/M/F

Yates performs work throughout the United States and relocation is sometimes required for continuous employment opportunities.",,N/A,Full-time,
BI Developer - Remote,"Animal Health International, Inc.",Amarillo,United States,,"The BI Developer will be responsible for designing, developing, and maintaining cloud base business intelligence solutions utilizing Azure. The BI Developer works closely with business stakeholders, business analysts, and developers to understand requirements and develop and support BI solutions. This role will utilize Microsoft BI tools and technologies to deliver accurate and insightful data visualizations, reports, and dashboards.

Responsibilities:
• Design and develop end-to-end business intelligence solutions using Azure technologies, including but not limited to: Azure Data Factory, Azure Data Lake, Azure Synapse Analytics, and Azure Analysis Services.
• Design and develop data models, data warehouses, and ETL processes.
• Collaborate with business analysts and development teams
• Create and maintain SQL queries, stored procedures, and functions to extract, transform, and load data from various sources.
• Design and develop interactive dashboards using Microsoft Power BI utilizing drill down data exploration for deep insights.
• Optimize and tune SQL queries, data models, and ETL processes for performance and efficiency.
• Implement data security measures and ensure compliance with data governance policies.
• Keep up-to-date with the latest Microsoft BI technologies and best practices.

Required Qualifications
• Bachelor’s degree in computer science, or Information Systems
• Minimum of three (3) years experience as a BI Developer or similar role, utilizing Microsoft BI technologies
• Strong knowledge of Microsoft SQL Server, SSIS, SSAS, and Power BI.
• Proficient in SQL querying and data modeling
• Experience in developing data visualizations.
• Understanding of data warehousing principles and ETL processes.
• Ability to work independently and as part of a team, managing multiple priorities and deadlines.
• Excellent analytical and problem-solving skills.
• Strong communication and collaboration abilities.

Preferred Qualifications
• Experience with Microsoft Azure services such as Azure Data Factory, Azure Analysis Services, or Azure Synapse Analytics.
• Knowledge of data visualization best practices and user experience design.
• Experience with agile development methodologies.

The potential compensation range for this role is below. The final offer amount would be based on various factors such as candidate location (geographical labor market), experience, and skills. $80,000.00 - $90,000.00",,N/A,Full-time,
