work_year,salary,employment_type,industry,job_title,season,company_location,skills,quarter,posting_date
2022.0,124000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-07-28
2022.0,178000,FT,Technology,Data Engineer,Spring,CA,"ETL, Python, SQL, Spark",2.0,2022-04-04
2022.0,132000,FT,Technology,Data Engineer,Spring,CA,"ETL, Python, SQL, Spark",2.0,2022-04-28
2022.0,300000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-09
2022.0,130000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-12
2022.0,169000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-26
2022.0,110600,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-15
2022.0,116000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-09
2022.0,96000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2022-06-01
2022.0,75000,FT,Finance,Data Analyst,Spring,GB,"Excel, Power BI, SQL, Tableau",1.0,2022-03-20
2022.0,57000,FT,Finance,Data Analyst,Spring,GB,"Excel, Power BI, SQL, Tableau",2.0,2022-04-25
2022.0,105000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-20
2022.0,70000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-07-26
2022.0,137000,FT,Technology,Machine Learning Researcher,Summer,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-19
2022.0,194000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-20
2022.0,129400,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-18
2022.0,190000,FT,General,Data Architect,Winter,US,"Communication, Python, SQL",1.0,2022-01-21
2022.0,135000,FT,General,Data Architect,Spring,US,"Communication, Python, SQL",2.0,2022-05-01
2022.0,100000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-26
2022.0,70000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-04-08
2022.0,189750,FT,Technology,Machine Learning Engineer,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-09-11
2022.0,140250,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2022-01-02
2022.0,130000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2022-12-28
2022.0,100000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2022-12-19
2022.0,160000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-01-17
2022.0,109000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-08-03
2022.0,250000,FT,General,Research Engineer,Summer,US,"Communication, Python, SQL",3.0,2022-07-04
2022.0,150000,FT,General,Research Engineer,Autumn,US,"Communication, Python, SQL",3.0,2022-09-27
2022.0,206000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-17
2022.0,160000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-19
2022.0,135000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-07
2022.0,120000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-10
2022.0,110000,FT,Technology,Machine Learning Engineer,Summer,FR,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-13
2022.0,70000,FT,Technology,Machine Learning Engineer,Winter,FR,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-24
2022.0,160000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-07
2022.0,135000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-11-17
2022.0,150000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-14
2022.0,100000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-11-16
2022.0,120000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-09
2022.0,95000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-24
2022.0,65000,FT,Technology,Data Engineer,Summer,ES,"ETL, Python, SQL, Spark",3.0,2022-07-17
2022.0,40000,FT,Technology,Data Engineer,Winter,ES,"ETL, Python, SQL, Spark",1.0,2022-01-06
2022.0,191200,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-12
2022.0,130000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-07
2022.0,191200,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-18
2022.0,130000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-28
2022.0,63000,FT,Technology,Machine Learning Research Engineer,Summer,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-23
2022.0,50000,FT,General,3D Computer Vision Researcher,Winter,CR,"Communication, Python, SQL",4.0,2022-12-15
2022.0,230000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-03
2022.0,154600,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-26
2022.0,120000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-17
2022.0,95000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-01
2022.0,140000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-16
2022.0,120000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-15
2022.0,169000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-02-11
2022.0,110600,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-10-28
2022.0,80000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-11
2022.0,185900,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-14
2022.0,129300,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-14
2022.0,135000,FT,General,Analytics Engineer,Summer,US,"Communication, Python, SQL",3.0,2022-07-22
2022.0,110000,FT,General,Analytics Engineer,Spring,US,"Communication, Python, SQL",2.0,2022-05-18
2022.0,155000,FT,General,Data Analytics Manager,Autumn,US,"Communication, Python, SQL",3.0,2022-09-05
2022.0,140000,FT,General,Data Analytics Manager,Spring,US,"Communication, Python, SQL",1.0,2022-03-24
2022.0,205000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-21
2022.0,150000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-06
2022.0,179500,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-28
2022.0,134000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-05
2022.0,180000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-22
2022.0,120000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-12-02
2022.0,185900,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-04
2022.0,129300,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-24
2022.0,175000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-03
2022.0,145000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-22
2022.0,235000,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",3.0,2022-09-12
2022.0,175000,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",4.0,2022-11-08
2022.0,26000,FT,General,Data Science Consultant,Autumn,ES,"Communication, Python, SQL",4.0,2022-10-03
2022.0,160000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-07-10
2022.0,90000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-27
2022.0,65000,FT,Technology,Data Engineer,Summer,ES,"ETL, Python, SQL, Spark",3.0,2022-07-27
2022.0,35000,FT,Technology,Data Engineer,Winter,ES,"ETL, Python, SQL, Spark",1.0,2022-01-12
2022.0,145000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-11-03
2022.0,115000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-28
2022.0,165000,FT,General,Data Specialist,Winter,US,"Communication, Python, SQL",4.0,2022-12-22
2022.0,135000,FT,General,Data Specialist,Spring,US,"Communication, Python, SQL",2.0,2022-04-10
2022.0,168400,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-04-25
2022.0,105200,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-11-03
2022.0,70000,FT,General,Deep Learning Engineer,Winter,GB,"Communication, Python, SQL",1.0,2022-01-06
2022.0,40000,FT,General,Deep Learning Engineer,Spring,GB,"Communication, Python, SQL",1.0,2022-03-28
2022.0,200000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-07-18
2022.0,160000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-10
2022.0,45000,FT,Technology,Data Scientist,Spring,ES,"Machine Learning, Python, SQL, Statistics",1.0,2022-03-05
2022.0,36000,FT,Technology,Data Scientist,Autumn,ES,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-16
2022.0,198800,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-05
2022.0,122600,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-24
2022.0,100000,FL,Technology,Machine Learning Engineer,Spring,IR,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-04-23
2022.0,100000,FT,Finance,BI Data Analyst,Autumn,FR,"Excel, Power BI, SQL, Tableau",3.0,2022-09-18
2022.0,130000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-01-11
2022.0,100000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-02-09
2022.0,85000,FT,General,Analytics Engineer,Summer,GB,"Communication, Python, SQL",3.0,2022-07-03
2022.0,60000,FT,General,Analytics Engineer,Summer,GB,"Communication, Python, SQL",3.0,2022-08-12
2022.0,125000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-03
2022.0,110000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-01
2022.0,165000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-02
2022.0,124000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-12
2022.0,148000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-11
2022.0,107000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-24
2022.0,150000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-21
2022.0,100000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-12
2022.0,160000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-18
2022.0,135000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-21
2022.0,120000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-11-04
2022.0,95000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-04-25
2022.0,153600,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-04
2022.0,106800,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-11
2022.0,100000,FT,Finance,Data Analyst,Autumn,CA,"Excel, Power BI, SQL, Tableau",4.0,2022-10-13
2022.0,65000,FT,Finance,Data Analyst,Winter,CA,"Excel, Power BI, SQL, Tableau",4.0,2022-12-17
2022.0,120000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-09
2022.0,95000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-04-09
2022.0,60000,FT,Technology,Data Engineer,Winter,PT,"ETL, Python, SQL, Spark",1.0,2022-01-23
2022.0,35000,FT,Technology,Data Engineer,Spring,PT,"ETL, Python, SQL, Spark",2.0,2022-04-18
2022.0,310000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-15
2022.0,239000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-04-25
2022.0,299500,FT,General,Data Science Manager,Spring,US,"Communication, Python, SQL",2.0,2022-05-19
2022.0,245100,FT,General,Data Science Manager,Winter,US,"Communication, Python, SQL",4.0,2022-12-28
2022.0,168000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-22
2022.0,130000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-15
2022.0,136000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-15
2022.0,104000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-28
2022.0,161000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-16
2022.0,118000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-04
2022.0,205000,FT,General,Applied Scientist,Winter,US,"Communication, Python, SQL",1.0,2022-01-11
2022.0,184000,FT,General,Applied Scientist,Summer,US,"Communication, Python, SQL",3.0,2022-07-20
2022.0,185900,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-14
2022.0,129300,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-19
2022.0,247500,FT,General,Data Science Manager,Summer,US,"Communication, Python, SQL",2.0,2022-06-06
2022.0,172200,FT,General,Data Science Manager,Summer,US,"Communication, Python, SQL",3.0,2022-08-15
2022.0,65000,FT,General,Data Management Specialist,Summer,IT,"Communication, Python, SQL",3.0,2022-07-20
2022.0,177000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-10-11
2022.0,131000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-11
2022.0,205000,FT,General,Applied Scientist,Autumn,US,"Communication, Python, SQL",4.0,2022-11-02
2022.0,184000,FT,General,Applied Scientist,Summer,US,"Communication, Python, SQL",3.0,2022-07-11
2022.0,146000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-24
2022.0,102000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-01
2022.0,169000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-10-21
2022.0,110600,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-08-10
2022.0,230000,FT,General,Applied Scientist,Summer,US,"Communication, Python, SQL",3.0,2022-07-23
2022.0,196000,FT,General,Applied Scientist,Autumn,US,"Communication, Python, SQL",4.0,2022-11-09
2022.0,135000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-10
2022.0,100000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-13
2022.0,80000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-05
2022.0,65000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-08
2022.0,135000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-17
2022.0,100000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-11-28
2022.0,50000,FT,Technology,Data Engineer,Summer,GB,"ETL, Python, SQL, Spark",3.0,2022-08-20
2022.0,35000,FT,Technology,Data Engineer,Summer,GB,"ETL, Python, SQL, Spark",3.0,2022-07-16
2022.0,175000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-10
2022.0,135000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-20
2022.0,80000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-03-09
2022.0,231250,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-04
2022.0,138750,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-25
2022.0,193750,FT,General,Analytics Engineer,Winter,US,"Communication, Python, SQL",4.0,2022-12-01
2022.0,116250,FT,General,Analytics Engineer,Autumn,US,"Communication, Python, SQL",4.0,2022-10-19
2022.0,231250,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-10
2022.0,138750,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-20
2022.0,231250,FT,General,Analytics Engineer,Winter,US,"Communication, Python, SQL",1.0,2022-01-27
2022.0,138750,FT,General,Analytics Engineer,Spring,US,"Communication, Python, SQL",2.0,2022-05-04
2022.0,231250,FT,General,Analytics Engineer,Summer,US,"Communication, Python, SQL",3.0,2022-07-18
2022.0,138750,FT,General,Analytics Engineer,Winter,US,"Communication, Python, SQL",1.0,2022-01-04
2022.0,193750,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-01
2022.0,116250,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-16
2022.0,208000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-01
2022.0,127000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-19
2022.0,300000,FT,Healthcare,Research Scientist,Summer,US,"Data Analysis, Python, R, Statistics",3.0,2022-07-12
2022.0,196000,FT,Healthcare,Research Scientist,Spring,US,"Data Analysis, Python, R, Statistics",2.0,2022-04-15
2022.0,204500,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-06-13
2022.0,142200,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-19
2021.0,45555,FL,General,Autonomous Vehicle Technician,Summer,BS,"Communication, Python, SQL",2.0,2021-06-16
2022.0,185900,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-07-03
2022.0,129300,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-13
2022.0,45000,FT,Technology,Data Scientist,Summer,ES,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-26
2022.0,36000,FT,Technology,Data Scientist,Winter,ES,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-28
2022.0,204500,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-04
2022.0,142200,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-07-12
2022.0,205000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-12
2022.0,185000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-12
2022.0,185900,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-06-21
2022.0,129300,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-20
2022.0,247500,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2022-02-05
2022.0,172200,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-21
2022.0,160000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-25
2022.0,135000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-15
2022.0,150000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2022-06-01
2022.0,100000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-01-08
2022.0,110000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-01-08
2022.0,95000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2022-12-20
2022.0,185900,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-06-21
2022.0,129300,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-01
2022.0,205000,FT,General,Applied Scientist,Winter,US,"Communication, Python, SQL",4.0,2022-12-24
2022.0,184000,FT,General,Applied Scientist,Spring,US,"Communication, Python, SQL",2.0,2022-05-28
2022.0,6600000,FT,Technology,Data Scientist,Summer,HU,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-23
2022.0,375000,FT,General,Data Science Tech Lead,Autumn,US,"Communication, Python, SQL",4.0,2022-11-24
2022.0,191200,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-21
2022.0,130000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-07
2022.0,225000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-12
2022.0,156400,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-14
2022.0,169000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-01
2022.0,110600,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-11-12
2022.0,204500,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-07-04
2022.0,142200,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-06-24
2022.0,85000,FT,Technology,Machine Learning Engineer,Spring,GB,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-04-14
2022.0,65000,FT,Technology,Machine Learning Engineer,Summer,GB,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-06-24
2022.0,185900,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-01-01
2022.0,129300,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-09
2022.0,140700,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-25
2022.0,93800,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-04
2022.0,350000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-06-01
2022.0,135000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-07
2022.0,115934,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-04-09
2022.0,81666,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-06
2022.0,12000,PT,General,BI Analyst,Spring,US,"Communication, Python, SQL",2.0,2022-05-12
2022.0,100000,FT,Technology,Machine Learning Engineer,Winter,CH,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-06
2022.0,33000,FT,Technology,Machine Learning Developer,Summer,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-07-09
2022.0,33000,FT,Technology,Machine Learning Scientist,Winter,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-11
2022.0,201000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-07-15
2022.0,119000,FT,Technology,Machine Learning Engineer,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-05-08
2022.0,175000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-07
2022.0,150000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-22
2022.0,154560,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-23
2022.0,123648,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-08
2022.0,130000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-04-24
2022.0,100000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-07-09
2022.0,170000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-09
2022.0,145000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-02
2022.0,135000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2022-08-13
2022.0,100000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-16
2022.0,247500,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-20
2022.0,172200,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-23
2022.0,177500,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-03
2022.0,134000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-04
2022.0,185900,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-14
2022.0,129300,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-03-27
2022.0,192564,FT,General,Data Architect,Winter,US,"Communication, Python, SQL",1.0,2022-01-09
2022.0,144854,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",4.0,2022-10-28
